time,intensity
-0.00000001,17109914.015610825
-0.00000000997997997997998,17144168.051937696
-0.00000000995995995995996,17178421.813363176
-0.00000000993993993993994,17212675.024485298
-0.00000000991991991991992,17246927.40935902
-0.0000000098998998998999,17281178.691499565
-0.00000000987987987987988,17315428.59388579
-0.00000000985985985985986,17349676.8389636
-0.00000000983983983983984,17383923.14864926
-0.00000000981981981981982,17418167.24433293
-0.0000000097997997997998,17452408.846881986
-0.00000000977977977977978,17486647.67664452
-0.00000000975975975975976,17520883.453452844
-0.00000000973973973973974,17555115.89662688
-0.00000000971971971971972,17589344.72497774
-0.0000000096996996996997,17623569.656811226
-0.00000000967967967967968,17657790.40993136
-0.00000000965965965965966,17692006.70164392
-0.00000000963963963963964,17726218.248760007
-0.00000000961961961961962,17760424.767599702
-0.0000000095995995995996,17794625.973995566
-0.00000000957957957957958,17828821.583296318
-0.00000000955955955955956,17863011.31037047
-0.00000000953953953953954,17897194.869609997
-0.00000000951951951951952,17931371.97493392
-0.0000000094994994994995,17965542.33979208
-0.00000000947947947947948,17999705.677168846
-0.00000000945945945945946,18033861.699586738
-0.00000000943943943943944,18068010.119110256
-0.00000000941941941941942,18102150.647349622
-0.0000000093993993993994,18136282.99546451
-0.00000000937937937937938,18170406.87416781
-0.00000000935935935935936,18204521.993729506
-0.00000000933933933933934,18238628.063980423
-0.00000000931931931931932,18272724.794316113
-0.000000009299299299299299,18306811.893700644
-0.000000009279279279279279,18340889.0706705
-0.000000009259259259259259,18374956.033338483
-0.000000009239239239239239,18409012.489397552
-0.000000009219219219219219,18443058.14612475
-0.000000009199199199199199,18477092.71038519
-0.000000009179179179179179,18511115.88863589
-0.000000009159159159159159,18545127.38692982
-0.000000009139139139139139,18579126.910919864
-0.000000009119119119119119,18613114.165862747
-0.000000009099099099099099,18647088.856623102
-0.000000009079079079079079,18681050.687677484
-0.000000009059059059059059,18714999.36311833
-0.000000009039039039039039,18748934.586658143
-0.000000009019019019019019,18782856.061633408
-0.000000008998998998998999,18816763.491008762
-0.000000008978978978978979,18850656.577381067
-0.000000008958958958958959,18884535.022983555
-0.000000008938938938938939,18918398.529689822
-0.000000008918918918918919,18952246.79901815
-0.000000008898898898898899,18986079.532135528
-0.000000008878878878878879,19019896.42986182
-0.000000008858858858858858,19053697.192674052
-0.000000008838838838838838,19087481.520710487
-0.000000008818818818818818,19121249.1137749
-0.000000008798798798798798,19154999.67134077
-0.000000008778778778778778,19188732.89255558
-0.000000008758758758758758,19222448.476244997
-0.000000008738738738738738,19256146.120917153
-0.000000008718718718718718,19289825.52476697
-0.000000008698698698698698,19323486.38568038
-0.000000008678678678678678,19357128.4012387
-0.000000008658658658658658,19390751.268722937
-0.000000008638638638638638,19424354.685118068
-0.000000008618618618618618,19457938.34711748
-0.000000008598598598598598,19491501.95112727
-0.000000008578578578578578,19525045.193270613
-0.000000008558558558558558,19558567.769392185
-0.000000008538538538538538,19592069.375062548
-0.000000008518518518518518,19625549.705582578
-0.000000008498498498498498,19659008.455987845
-0.000000008478478478478478,19692445.32105313
-0.000000008458458458458458,19725859.9952968
-0.000000008438438438438438,19759252.172985334
-0.000000008418418418418418,19792621.54813776
-0.000000008398398398398398,19825967.81453017
-0.000000008378378378378378,19859290.66570021
-0.000000008358358358358358,19892589.794951607
-0.000000008338338338338338,19925864.895358693
-0.000000008318318318318318,19959115.659770932
-0.000000008298298298298298,19992341.78081748
-0.000000008278278278278278,20025542.95091177
-0.000000008258258258258258,20058718.86225607
-0.000000008238238238238238,20091869.20684606
-0.000000008218218218218218,20124993.67647544
-0.000000008198198198198197,20158091.962740555
-0.000000008178178178178177,20191163.757044993
-0.000000008158158158158157,20224208.750604272
-0.000000008138138138138137,20257226.634450402
-0.000000008118118118118117,20290217.09943661
-0.000000008098098098098097,20323179.836241998
-0.000000008078078078078077,20356114.535376187
-0.000000008058058058058057,20389020.887184042
-0.000000008038038038038037,20421898.58185037
-0.000000008018018018018017,20454747.309404623
-0.000000007997997997997997,20487566.759725608
-0.000000007977977977977977,20520356.62254625
-0.000000007957957957957957,20553116.587458353
-0.000000007937937937937937,20585846.343917232
-0.000000007917917917917917,20618545.581246678
-0.000000007897897897897897,20651213.98864355
-0.000000007877877877877877,20683851.255182665
-0.000000007857857857857859,20716457.069821537
-0.000000007837837837837839,20749031.121405266
-0.000000007817817817817819,20781573.098671235
-0.000000007797797797797799,20814082.690254018
-0.000000007777777777777778,20846559.584690202
-0.000000007757757757757758,20879003.470423184
-0.000000007737737737737738,20911414.035808124
-0.000000007717717717717718,20943790.969116695
-0.000000007697697697697698,20976133.95854199
-0.000000007677677677677678,21008442.692203477
-0.000000007657657657657658,21040716.85815178
-0.000000007637637637637638,21072956.144373663
-0.000000007617617617617618,21105160.238796853
-0.000000007597597597597598,21137328.829295084
-0.000000007577577577577578,21169461.603692874
-0.000000007557557557557558,21201558.249770556
-0.000000007537537537537538,21233618.45526919
-0.000000007517517517517518,21265641.907895543
-0.000000007497497497497498,21297628.295326967
-0.000000007477477477477478,21329577.305216484
-0.000000007457457457457458,21361488.62519763
-0.000000007437437437437438,21393361.942889564
-0.000000007417417417417418,21425196.945901975
-0.000000007397397397397398,21456993.32184008
-0.000000007377377377377378,21488750.75830969
-0.000000007357357357357358,21520468.942922156
-0.000000007337337337337338,21552147.56329946
-0.000000007317317317317318,21583786.307079118
-0.000000007297297297297298,21615384.86191943
-0.000000007277277277277278,21646942.915504254
-0.000000007257257257257258,21678460.15554826
-0.000000007237237237237238,21709936.26980192
-0.000000007217217217217218,21741370.946056534
-0.000000007197197197197198,21772763.872149337
-0.0000000071771771771771776,21804114.735968553
-0.0000000071571571571571576,21835423.225458574
-0.0000000071371371371371375,21866689.02862481
-0.0000000071171171171171175,21897911.83353905
-0.0000000070970970970970975,21929091.328344416
-0.0000000070770770770770774,21960227.20126048
-0.000000007057057057057057,21991319.140588433
-0.000000007037037037037037,22022366.834716074
-0.000000007017017017017017,22053369.972123135
-0.000000006996996996996997,22084328.2413862
-0.000000006976976976976977,22115241.331183974
-0.000000006956956956956957,22146108.930302367
-0.000000006936936936936937,22176930.727639668
-0.000000006916916916916917,22207706.412211593
-0.000000006896896896896897,22238435.673156634
-0.000000006876876876876877,22269118.199740995
-0.000000006856856856856857,22299753.681363925
-0.000000006836836836836837,22330341.8075628
-0.000000006816816816816817,22360882.268018268
-0.000000006796796796796797,22391374.752559543
-0.000000006776776776776777,22421818.951169446
-0.000000006756756756756757,22452214.55398967
-0.000000006736736736736737,22482561.251325954
-0.000000006716716716716717,22512858.73365329
-0.000000006696696696696697,22543106.691621035
-0.000000006676676676676677,22573304.816058204
-0.000000006656656656656657,22603452.79797865
-0.000000006636636636636637,22633550.32858622
-0.000000006616616616616617,22663597.09928002
-0.000000006596596596596597,22693592.801659584
-0.000000006576576576576577,22723537.127530158
-0.000000006556556556556557,22753429.768907778
-0.000000006536536536536537,22783270.418024663
-0.0000000065165165165165166,22813058.767334286
-0.0000000064964964964964965,22842794.50951669
-0.0000000064764764764764765,22872477.33748368
-0.0000000064564564564564565,22902106.94438407
-0.0000000064364364364364365,22931683.02360889
-0.0000000064164164164164164,22961205.26879661
-0.000000006396396396396396,22990673.373838436
-0.000000006376376376376376,23020087.03288349
-0.000000006356356356356356,23049445.94034401
-0.000000006336336336336336,23078749.79090074
-0.000000006316316316316316,23107998.27950798
-0.000000006296296296296296,23137191.10139896
-0.000000006276276276276276,23166327.952091053
-0.000000006256256256256256,23195408.527390946
-0.000000006236236236236236,23224432.52340005
-0.000000006216216216216216,23253399.636519536
-0.000000006196196196196196,23282309.56345571
-0.000000006176176176176176,23311162.00122528
-0.000000006156156156156156,23339956.64716052
-0.000000006136136136136136,23368693.19891454
-0.000000006116116116116116,23397371.35446656
-0.000000006096096096096096,23425990.81212719
-0.000000006076076076076076,23454551.27054351
-0.000000006056056056056056,23483052.42870455
-0.000000006036036036036036,23511493.98594636
-0.000000006016016016016016,23539875.64195731
-0.000000005995995995995996,23568197.096783374
-0.000000005975975975975976,23596458.05083331
-0.000000005955955955955956,23624658.204883914
-0.000000005935935935935936,23652797.26008534
-0.000000005915915915915916,23680874.917966206
-0.000000005895895895895896,23708890.880438957
-0.000000005875875875875876,23736844.849805012
-0.0000000058558558558558556,23764736.528760046
-0.0000000058358358358358355,23792565.620399255
-0.0000000058158158158158155,23820331.828222487
-0.0000000057957957957957955,23848034.85613956
-0.0000000057757757757757755,23875674.408475492
-0.0000000057557557557557554,23903250.189975653
-0.000000005735735735735735,23930761.905811045
-0.000000005715715715715716,23958209.261583548
-0.000000005695695695695696,23985591.963331055
-0.000000005675675675675676,24012909.717532758
-0.000000005655655655655656,24040162.231114343
-0.000000005635635635635636,24067349.211453192
-0.000000005615615615615616,24094470.36638357
-0.000000005595595595595596,24121525.404201884
-0.000000005575575575575576,24148514.03367182
-0.000000005555555555555556,24175435.964029588
-0.000000005535535535535536,24202290.904989097
-0.000000005515515515515516,24229078.566747125
-0.000000005495495495495496,24255798.659988552
-0.000000005475475475475476,24282450.89589148
-0.000000005455455455455456,24309034.986132443
-0.000000005435435435435436,24335550.642891604
-0.000000005415415415415416,24361997.57885789
-0.000000005395395395395396,24388375.507234126
-0.000000005375375375375376,24414684.14174229
-0.000000005355355355355356,24440923.196628552
-0.000000005335335335335336,24467092.386668492
-0.0000000053153153153153156,24493191.42717228
-0.0000000052952952952952956,24519220.0339897
-0.0000000052752752752752755,24545177.923515376
-0.0000000052552552552552555,24571064.812693875
-0.0000000052352352352352355,24596880.419024836
-0.0000000052152152152152154,24622624.46056807
-0.000000005195195195195195,24648296.65594867
-0.000000005175175175175175,24673896.724362146
-0.000000005155155155155155,24699424.38557947
-0.000000005135135135135135,24724879.359952252
-0.000000005115115115115115,24750261.36841775
-0.000000005095095095095095,24775570.132503964
-0.000000005075075075075075,24800805.37433473
-0.000000005055055055055055,24825966.81663482
-0.000000005035035035035035,24851054.18273488
-0.000000005015015015015015,24876067.196576636
-0.000000004994994994994995,24901005.58271781
-0.000000004974974974974975,24925869.06633727
-0.000000004954954954954955,24950657.373239942
-0.000000004934934934934935,24975370.229861956
-0.000000004914914914914915,25000007.36327558
-0.000000004894894894894895,25024568.501194227
-0.000000004874874874874875,25049053.37197749
-0.000000004854854854854855,25073461.704636145
-0.000000004834834834834835,25097793.228837073
-0.000000004814814814814815,25122047.674908325
-0.000000004794794794794795,25146224.77384398
-0.000000004774774774774775,25170324.25730919
-0.000000004754754754754755,25194345.857645117
-0.000000004734734734734735,25218289.307873808
-0.000000004714714714714715,25242154.341703225
-0.000000004694694694694695,25265940.693532128
-0.000000004674674674674675,25289648.09845493
-0.0000000046546546546546546,25313276.292266663
-0.0000000046346346346346346,25336825.011467908
-0.0000000046146146146146145,25360293.9932696
-0.0000000045945945945945945,25383682.975597948
-0.0000000045745745745745745,25406991.697099287
-0.0000000045545545545545544,25430219.89714494
-0.000000004534534534534534,25453367.315836053
-0.000000004514514514514514,25476433.694008477
-0.000000004494494494494494,25499418.77323751
-0.000000004474474474474474,25522322.295842808
-0.000000004454454454454454,25545144.0048931
-0.000000004434434434434434,25567883.64421103
-0.000000004414414414414414,25590540.95837797
-0.000000004394394394394394,25613115.692738704
-0.000000004374374374374374,25635607.59340627
-0.000000004354354354354354,25658016.4072667
-0.000000004334334334334334,25680341.881983664
-0.000000004314314314314314,25702583.76600336
-0.000000004294294294294294,25724741.808559064
-0.000000004274274274274274,25746815.759676002
-0.000000004254254254254254,25768805.370175842
-0.000000004234234234234234,25790710.391681574
-0.000000004214214214214214,25812530.576622024
-0.000000004194194194194194,25834265.678236604
-0.000000004174174174174174,25855915.450579923
-0.000000004154154154154154,25877479.648526426
-0.000000004134134134134134,25898958.027774967
-0.000000004114114114114114,25920350.34485349
-0.000000004094094094094094,25941656.357123606
-0.000000004074074074074074,25962875.822785072
-0.000000004054054054054054,25984008.50088053
-0.000000004034034034034034,26005054.151299916
-0.0000000040140140140140144,26026012.53478506
-0.000000003993993993993994,26046883.412934206
-0.000000003973973973973974,26067666.54820659
-0.000000003953953953953954,26088361.70392677
-0.000000003933933933933934,26108968.644289296
-0.000000003913913913913914,26129487.134363104
-0.000000003893893893893894,26149916.94009593
-0.000000003873873873873874,26170257.828318853
-0.000000003853853853853854,26190509.566750668
-0.000000003833833833833834,26210671.924002253
-0.000000003813813813813814,26230744.66958108
-0.000000003793793793793794,26250727.573895562
-0.000000003773773773773774,26270620.40825935
-0.000000003753753753753754,26290422.944895823
-0.000000003733733733733734,26310134.95694227
-0.000000003713713713713714,26329756.218454372
-0.000000003693693693693694,26349286.504410427
-0.000000003673673673673674,26368725.590715706
-0.000000003653653653653654,26388073.25420663
-0.000000003633633633633634,26407329.27265513
-0.000000003613613613613614,26426493.42477288
-0.000000003593593593593594,26445565.490215544
-0.0000000035735735735735738,26464545.24958691
-0.0000000035535535535535537,26483432.484443203
-0.0000000035335335335335337,26502226.977297224
-0.0000000035135135135135137,26520928.51162249
-0.0000000034934934934934936,26539536.871857464
-0.0000000034734734734734736,26558051.84340959
-0.0000000034534534534534536,26576473.21265955
-0.0000000034334334334334336,26594800.766965196
-0.0000000034134134134134135,26613034.294665847
-0.0000000033933933933933935,26631173.585086137
-0.0000000033733733733733735,26649218.42854026
-0.0000000033533533533533534,26667168.616335895
-0.0000000033333333333333334,26685023.94077824
-0.0000000033133133133133134,26702784.195174072
-0.0000000032932932932932933,26720449.17383567
-0.0000000032732732732732733,26738018.6720848
-0.0000000032532532532532533,26755492.486256696
-0.0000000032332332332332333,26772870.41370393
-0.0000000032132132132132132,26790152.25280043
-0.000000003193193193193193,26807337.802945238
-0.000000003173173173173173,26824426.8645665
-0.000000003153153153153153,26841419.23912527
-0.000000003133133133133133,26858314.729119424
-0.000000003113113113113113,26875113.138087325
-0.000000003093093093093093,26891814.27061187
-0.000000003073073073073073,26908417.93232406
-0.000000003053053053053053,26924923.929906864
-0.000000003033033033033033,26941332.071098942
-0.000000003013013013013013,26957642.164698415
-0.000000002992992992992993,26973854.02056655
-0.000000002972972972972973,26989967.44963143
-0.000000002952952952952953,27005982.263891686
-0.000000002932932932932933,27021898.27642009
-0.0000000029129129129129128,27037715.301367227
-0.0000000028928928928928927,27053433.15396511
-0.0000000028728728728728727,27069051.650530767
-0.0000000028528528528528527,27084570.608469777
-0.0000000028328328328328326,27099989.84627991
-0.0000000028128128128128126,27115309.183554657
-0.0000000027927927927927926,27130528.440986592
-0.0000000027727727727727726,27145647.44037112
-0.0000000027527527527527525,27160666.00460974
-0.0000000027327327327327325,27175583.95771359
-0.0000000027127127127127125,27190401.124806922
-0.0000000026926926926926924,27205117.332130414
-0.0000000026726726726726724,27219732.407044653
-0.0000000026526526526526524,27234246.17803351
-0.0000000026326326326326323,27248658.474707358
-0.0000000026126126126126123,27262969.12780669
-0.0000000025925925925925923,27277177.96920504
-0.0000000025725725725725722,27291284.831912667
-0.0000000025525525525525522,27305289.55007951
-0.000000002532532532532532,27319191.95899867
-0.000000002512512512512512,27332991.895109486
-0.000000002492492492492492,27346689.196000803
-0.000000002472472472472472,27360283.700414184
-0.000000002452452452452452,27373775.248246983
-0.000000002432432432432432,27387163.680555556
-0.000000002412412412412412,27400448.839558415
-0.000000002392392392392392,27413630.568639204
-0.000000002372372372372372,27426708.71234994
-0.000000002352352352352352,27439683.116413895
-0.000000002332332332332332,27452553.627728764
-0.000000002312312312312312,27465320.094369594
-0.000000002292292292292292,27477982.365591835
-0.0000000022722722722722718,27490540.291834246
-0.0000000022522522522522518,27502993.724721886
-0.0000000022322322322322317,27515342.517068993
-0.0000000022122122122122117,27527586.52288194
-0.0000000021921921921921917,27539725.597362038
-0.0000000021721721721721716,27551759.596908465
-0.0000000021521521521521516,27563688.37912105
-0.0000000021321321321321316,27575511.80280307
-0.0000000021121121121121116,27587229.72796409
-0.0000000020920920920920915,27598842.015822664
-0.0000000020720720720720715,27610348.52880913
-0.0000000020520520520520515,27621749.13056829
-0.0000000020320320320320314,27633043.6859621
-0.0000000020120120120120114,27644232.061072376
-0.0000000019919919919919914,27655314.123203363
-0.0000000019719719719719713,27666289.740884487
-0.0000000019519519519519513,27677158.783872813
-0.0000000019319319319319313,27687921.123155706
-0.0000000019119119119119112,27698576.63095339
-0.0000000018918918918918912,27709125.180721417
-0.000000001871871871871871,27719566.647153195
-0.0000000018518518518518512,27729900.9061825
-0.0000000018318318318318311,27740127.834985908
-0.000000001811811811811811,27750247.311985213
-0.000000001791791791791791,27760259.216849886
-0.000000001771771771771771,27770163.43049938
-0.000000001751751751751751,27779959.835105594
-0.000000001731731731731731,27789648.31409507
-0.000000001711711711711711,27799228.752151486
-0.000000001691691691691691,27808701.035217747
-0.0000000016716716716716709,27818065.05049842
-0.0000000016516516516516509,27827320.686461866
-0.0000000016316316316316308,27836467.832842495
-0.0000000016116116116116108,27845506.38064288
-0.0000000015915915915915908,27854436.22213611
-0.0000000015715715715715707,27863257.25086773
-0.0000000015515515515515507,27871969.361657947
-0.0000000015315315315315307,27880572.450603683
-0.0000000015115115115115106,27889066.41508072
-0.0000000014914914914914906,27897451.15374562
-0.0000000014714714714714706,27905726.566537857
-0.0000000014514514514514522,27913892.554681707
-0.0000000014314314314314322,27921949.020688333
-0.0000000014114114114114121,27929895.86835753
-0.0000000013913913913913921,27937733.002779897
-0.000000001371371371371372,27945460.3303385
-0.000000001351351351351352,27953077.758710876
-0.000000001331331331331332,27960585.196870778
-0.000000001311311311311312,27967982.55509007
-0.000000001291291291291292,27975269.744940445
-0.000000001271271271271272,27982446.67929525
-0.000000001251251251251252,27989513.27233117
-0.0000000012312312312312319,27996469.439529944
-0.0000000012112112112112118,28003315.0976801
-0.0000000011911911911911918,28010050.16487852
-0.0000000011711711711711718,28016674.560532235
-0.0000000011511511511511517,28023188.20535982
-0.0000000011311311311311317,28029591.021393124
-0.0000000011111111111111117,28035882.931978814
-0.0000000010910910910910917,28042063.861779813
-0.0000000010710710710710716,28048133.736776926
-0.0000000010510510510510516,28054092.484270226
-0.0000000010310310310310316,28059940.032880563
-0.0000000010110110110110115,28065676.312550932
-0.0000000009909909909909915,28071301.254547898
-0.0000000009709709709709715,28076814.791463014
-0.0000000009509509509509514,28082216.857214097
-0.0000000009309309309309314,28087507.38704658
-0.0000000009109109109109114,28092686.317534808
-0.0000000008908908908908914,28097753.586583305
-0.0000000008708708708708713,28102709.13342798
-0.0000000008508508508508513,28107552.898637433
-0.0000000008308308308308313,28112284.824114006
-0.0000000008108108108108112,28116904.853095107
-0.0000000007907907907907912,28121412.93015417
-0.0000000007707707707707712,28125809.0012019
-0.0000000007507507507507511,28130093.0134873
-0.0000000007307307307307311,28134264.91559875
-0.0000000007107107107107111,28138324.65746499
-0.000000000690690690690691,28142272.190356124
-0.000000000670670670670671,28146107.466884673
-0.000000000650650650650651,28149830.441006444
-0.000000000630630630630631,28153441.068021487
-0.0000000006106106106106109,28156939.304574963
-0.0000000005905905905905909,28160325.10865805
-0.0000000005705705705705709,28163598.439608753
-0.0000000005505505505505508,28166759.258112676
-0.0000000005305305305305308,28169807.526203997
-0.0000000005105105105105108,28172743.207265917
-0.0000000004904904904904907,28175566.2660317
-0.0000000004704704704704707,28178276.668585185
-0.0000000004504504504504507,28180874.382361524
-0.00000000043043043043043065,28183359.376147866
-0.0000000004104104104104106,28185731.620083954
-0.0000000003903903903903906,28187991.08566266
-0.00000000037037037037037056,28190137.74573069
-0.00000000035035035035035053,28192171.574489024
-0.0000000003303303303303305,28194092.54749348
-0.00000000031031031031031047,28195900.641655132
-0.00000000029029029029029044,28197595.835240908
-0.0000000002702702702702704,28199178.1078739
-0.0000000002502502502502504,28200647.440533813
-0.00000000023023023023023035,28202003.815557383
-0.00000000021021021021021032,28203247.216638636
-0.0000000001901901901901903,28204377.628829375
-0.00000000017017017017017026,28205395.038539276
-0.00000000015015015015015023,28206299.433536347
-0.0000000001301301301301302,28207090.802947078
